"entrezgene","mgi_symbol","gene_biotype","ensembl_gene_id","description","featureCounts_WT.1","featureCounts_WT.2","featureCounts_WT.3","featureCounts_p53null.1","featureCounts_p53null.2","featureCounts_p53null.3","Base_Mean","log2(FC)","StdErr","Wald-Stats","P-value","P-adj"
331401,"Thoc2","protein_coding","ENSMUSG00000037475","THO complex 2 [Source:MGI Symbol;Acc:MGI:2442413]",745.9139379,982.6389322,716.2511073,1189.524849,2252.178814,2307.970288,1365.746321,1.165570858,0.235481877,4.949726384,7.43e-07,7.3e-06
12339,"Capn7","protein_coding","ENSMUSG00000021893","calpain 7 [Source:MGI Symbol;Acc:MGI:1338030]",1367.32194,1142.902663,816.3483118,2054.977399,2639.577358,2081.21365,1683.723554,0.986304342,0.199300718,4.948824842,7.47e-07,7.32e-06
215798,"Adgrg6","protein_coding","ENSMUSG00000039116","adhesion G protein-coupled receptor G6 [Source:MGI Symbol;Acc:MGI:1916151]",399.3163337,727.6207332,402.6132001,1571.230995,2350.727567,827.0433006,1046.425355,1.481637348,0.2993696,4.949191065,7.45e-07,7.32e-06
27045,"Nit1","protein_coding","ENSMUSG00000013997","nitrilase 1 [Source:MGI Symbol;Acc:MGI:1350916]",1888.900859,2262.409161,2300.01132,885.2937118,926.868007,1395.996319,1609.91323,-0.969452356,0.19594019,-4.947695303,7.51e-07,7.36e-06
72244,"1600014C10Rik","protein_coding","ENSMUSG00000054676","RIKEN cDNA 1600014C10 gene [Source:MGI Symbol;Acc:MGI:1919494]",1099.241593,801.3186531,890.8651195,383.5957812,500.3897856,413.1093655,681.4200496,-1.05563359,0.21340446,-4.946633213,7.55e-07,7.4e-06
56542,"Ick","protein_coding","ENSMUSG00000009828","intestinal cell kinase [Source:MGI Symbol;Acc:MGI:1934157]",335.3808533,237.4710753,252.4673934,677.4339289,569.2040006,715.7264057,464.6139429,1.178117007,0.238300037,4.943838959,7.66e-07,7.5e-06
20348,"Sema3c","protein_coding","ENSMUSG00000028780","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C [Source:MGI Symbol;Acc:MGI:107557]",2783.997585,1976.975947,2083.134044,3829.344092,3759.295079,5368.772613,3300.253226,0.891594633,0.180388094,4.942646782,7.71e-07,7.54e-06
54217,"Rpl36","protein_coding","ENSMUSG00000057863","ribosomal protein L36 [Source:MGI Symbol;Acc:MGI:1860603]",27187.16094,28094.115,27660.19416,20053.74497,14998.10064,18422.53382,22735.97492,-0.623583778,0.126182332,-4.941926262,7.74e-07,7.56e-06
64297,"Gprc5b","protein_coding","ENSMUSG00000008734","G protein-coupled receptor, family C, group 5, member B [Source:MGI Symbol;Acc:MGI:1927596]",6382.331288,6063.116174,6744.327197,10949.48647,9221.954368,9170.863001,8088.67975,0.603790127,0.122181088,4.941764197,7.74e-07,7.56e-06
100504576,NA,NA,NA,NA,508.1188179,512.3760147,546.0858598,1436.122137,837.6643949,1175.011668,835.896482,1.083777308,0.219306318,4.941842606,7.74e-07,7.56e-06
13057,"Cyba","protein_coding","ENSMUSG00000006519","cytochrome b-245, alpha polypeptide [Source:MGI Symbol;Acc:MGI:1316658]",21.3118268,77.20734468,52.27298454,536.6561668,647.3633559,75.86040245,235.1120135,2.236409817,0.452817161,4.938880435,7.86e-07,7.67e-06
68607,"Serhl","protein_coding","ENSMUSG00000058586","serine hydrolase-like [Source:MGI Symbol;Acc:MGI:1890404]",2390.289627,2268.258202,2419.015774,1560.838006,1403.470163,1404.242015,1907.685631,-0.683446978,0.138420454,-4.937471005,7.91e-07,7.72e-06
66972,"Slc25a23","protein_coding","ENSMUSG00000046329","solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23 [Source:MGI Symbol;Acc:MGI:1914222]",22.43350189,61.99983739,42.2632641,231.4802128,332.1772601,147.5979569,139.6586722,2.002532071,0.405777778,4.935046179,8.01e-07,7.81e-06
57320,"Park7","protein_coding","ENSMUSG00000028964","Parkinson disease (autosomal recessive, early onset) 7 [Source:MGI Symbol;Acc:MGI:2135637]",10049.08717,10873.36771,9854.013682,7526.413776,6330.90778,6411.028577,8507.469783,-0.594277956,0.12044417,-4.934053311,8.05e-07,7.85e-06
329003,"Zfp516","protein_coding","ENSMUSG00000058881","zinc finger protein 516 [Source:MGI Symbol;Acc:MGI:2443957]",3966.243135,3355.010069,3045.179397,6225.400499,5608.783302,5177.472467,4563.014811,0.7006327,0.142019665,4.93334991,8.08e-07,7.87e-06
216892,"Spns2","protein_coding","ENSMUSG00000040447","spinster homolog 2 [Source:MGI Symbol;Acc:MGI:2384936]",16661.36186,17836.06643,17245.63613,2777.762554,2533.382582,6145.517168,10533.28779,-1.835792326,0.372496987,-4.92834141,8.29e-07,8.07e-06
27211,NA,NA,NA,NA,920.8952527,692.5264856,553.8711979,286.2796101,317.7347705,296.8450531,511.3587283,-1.191895673,0.241856506,-4.928110854,8.3e-07,8.08e-06
68775,"Atp6v1c2","protein_coding","ENSMUSG00000020566","ATPase, H+ transporting, lysosomal V1 subunit C2 [Source:MGI Symbol;Acc:MGI:1916025]",1635.402288,2454.257714,2133.182646,773.8052828,1137.558443,1119.765506,1542.328647,-0.995558026,0.202026754,-4.927852411,8.31e-07,8.08e-06
545555,NA,NA,NA,NA,39.25862831,8.188657769,36.7023083,158.7292888,199.6461793,226.7566378,111.54695,2.135205205,0.433362392,4.927066225,8.35e-07,8.11e-06
12336,"Capns1","protein_coding","ENSMUSG00000001794","calpain, small subunit 1 [Source:MGI Symbol;Acc:MGI:88266]",23739.1317,26403.74207,26588.04188,18641.24326,17366.66893,17033.95863,21628.79775,-0.526865863,0.106949491,-4.926305459,8.38e-07,8.14e-06
54141,"Spag5","protein_coding","ENSMUSG00000002055","sperm associated antigen 5 [Source:MGI Symbol;Acc:MGI:1927470]",1475.002749,1455.241466,2017.514765,3589.360524,2684.603943,2921.450064,2357.195585,0.866897288,0.17605913,4.923898515,8.48e-07,8.23e-06
12539,"Cdc37","protein_coding","ENSMUSG00000019471","cell division cycle 37 [Source:MGI Symbol;Acc:MGI:109531]",28318.93111,31263.12555,29785.59147,21945.26899,20505.78651,19942.21558,25293.48654,-0.512995074,0.104205271,-4.92292828,8.53e-07,8.27e-06
20466,"Sin3a","protein_coding","ENSMUSG00000042557","transcriptional regulator, SIN3A (yeast) [Source:MGI Symbol;Acc:MGI:107157]",4248.905258,4206.630477,3745.859828,6071.395296,5997.031404,6204.886179,5079.118074,0.57510102,0.116839873,4.922129779,8.56e-07,8.3e-06
68033,"Cox19","protein_coding","ENSMUSG00000045438","cytochrome c oxidase assembly protein 19 [Source:MGI Symbol;Acc:MGI:1915283]",919.7735776,996.6766313,962.0453538,509.2564682,534.372114,465.8818194,731.3343274,-0.900792452,0.183025855,-4.921667784,8.58e-07,8.31e-06
22411,"Wnt11","protein_coding","ENSMUSG00000015957","wingless-type MMTV integration site family, member 11 [Source:MGI Symbol;Acc:MGI:101948]",854.7164221,924.1485196,791.8801063,2119.224969,2887.648355,1209.643591,1464.543661,1.197939114,0.243431221,4.92105782,8.61e-07,8.33e-06
320150,"Zdhhc17","protein_coding","ENSMUSG00000035798","zinc finger, DHHC domain containing 17 [Source:MGI Symbol;Acc:MGI:2445110]",209.7532427,224.6031845,171.2774387,438.3951785,627.8235171,497.2154639,361.5113376,1.275221006,0.259229122,4.919281421,8.69e-07,8.41e-06
12400,"Cbfb","protein_coding","ENSMUSG00000031885","core binding factor beta [Source:MGI Symbol;Acc:MGI:99851]",3289.873053,3254.406559,2809.394871,5241.845799,5571.40274,4397.429633,4094.058776,0.688216528,0.139975352,4.916697973,8.8e-07,8.51e-06
66934,"Dsn1","protein_coding","ENSMUSG00000027635","DSN1 homolog, MIS12 kinetochore complex component [Source:MGI Symbol;Acc:MGI:1914184]",389.2212578,240.9805001,235.784526,728.4540574,682.1952425,727.27038,500.650994,1.222235476,0.248586622,4.916738736,8.8e-07,8.51e-06
15476,"Hs3st1","protein_coding","ENSMUSG00000051022","heparan sulfate (glucosamine) 3-O-sulfotransferase 1 [Source:MGI Symbol;Acc:MGI:1201606]",21.3118268,22.2263568,18.90724973,139.8329449,175.8585494,92.35179429,78.41478699,2.095877665,0.426341105,4.915964335,8.83e-07,8.53e-06
241639,"Fermt1","protein_coding","ENSMUSG00000027356","fermitin family member 1 [Source:MGI Symbol;Acc:MGI:2443583]",3185.557269,3316.406396,3155.286322,6449.322174,8833.706266,4286.112739,4871.065194,0.979094885,0.199170446,4.915864311,8.84e-07,8.53e-06
21968,"Tom1","protein_coding","ENSMUSG00000042870","target of myb1 trafficking protein [Source:MGI Symbol;Acc:MGI:1338026]",997.1691591,1120.676306,1157.790998,477.1326835,552.2128364,634.9185857,823.3167615,-0.941232767,0.191507289,-4.914866548,8.88e-07,8.57e-06
12173,"Bnc1","protein_coding","ENSMUSG00000025105","basonuclin 1 [Source:MGI Symbol;Acc:MGI:1097164]",1575.953508,1651.769253,1484.775199,2721.073522,3771.188894,2368.988437,2262.291469,0.882379129,0.179558189,4.914168123,8.92e-07,8.6e-06
68839,"Ankrd46","protein_coding","ENSMUSG00000048307","ankyrin repeat domain 46 [Source:MGI Symbol;Acc:MGI:1916089]",2616.867996,2740.860736,2893.9214,1785.704499,1750.939471,1471.032152,2209.887709,-0.706352675,0.143741934,-4.914033466,8.92e-07,8.6e-06
212632,"Iffo2","protein_coding","ENSMUSG00000041025","intermediate filament family orphan 2 [Source:MGI Symbol;Acc:MGI:2140675]",23748.1051,26368.64782,23434.97994,13648.8292,13067.05483,18306.26951,19762.3144,-0.694447627,0.141327031,-4.913763636,8.93e-07,8.61e-06
230157,"Tmeff1","protein_coding","ENSMUSG00000028347","transmembrane protein with EGF-like and two follistatin-like domains 1 [Source:MGI Symbol;Acc:MGI:1926810]",1101.484943,1039.959537,940.9137218,2311.022859,3025.276785,1469.383013,1648.00681,1.087026907,0.22125265,4.913057113,8.97e-07,8.63e-06
217715,"Eif2b2","protein_coding","ENSMUSG00000004788","eukaryotic translation initiation factor 2B, subunit 2 beta [Source:MGI Symbol;Acc:MGI:2145118]",3684.702686,3975.008443,4513.271729,2670.998211,2445.878086,2551.218317,3306.846245,-0.655400292,0.133405596,-4.912839593,8.98e-07,8.64e-06
229055,"Zbtb10","protein_coding","ENSMUSG00000069114","zinc finger and BTB domain containing 10 [Source:MGI Symbol;Acc:MGI:2139883]",265.8369974,374.3386409,302.5159956,645.3101443,711.0802217,761.9023029,510.1640505,1.109125374,0.225838889,4.911135451,9.06e-07,8.71e-06
18263,"Odc1","protein_coding","ENSMUSG00000011179","ornithine decarboxylase, structural 1 [Source:MGI Symbol;Acc:MGI:97402]",14100.57761,15267.16751,15880.97758,8851.992301,5496.641618,9915.449342,11585.46766,-0.871412876,0.177512724,-4.909016411,9.15e-07,8.79e-06
208748,"Prrg3","protein_coding","ENSMUSG00000033361","proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane) [Source:MGI Symbol;Acc:MGI:2685214]",120.0192351,125.169483,22.24382321,574.4488546,413.7348482,408.161948,277.2963654,1.947031803,0.39662969,4.90894114,9.16e-07,8.79e-06
13448,"Dok1","protein_coding","ENSMUSG00000068335","docking protein 1 [Source:MGI Symbol;Acc:MGI:893587]",2471.050233,1959.428823,2731.54149,1489.0319,1216.567357,1212.94187,1846.760279,-0.84523558,0.172216495,-4.907982716,9.2e-07,8.83e-06
320184,"Lrrc58","protein_coding","ENSMUSG00000034158","leucine rich repeat containing 58 [Source:MGI Symbol;Acc:MGI:2443542]",6524.784025,6051.418091,6155.978073,8470.286154,12378.91268,10153.74995,8289.188162,0.712152263,0.145096834,4.908117175,9.2e-07,8.83e-06
17847,"Usp34","protein_coding","ENSMUSG00000056342","ubiquitin specific peptidase 34 [Source:MGI Symbol;Acc:MGI:109473]",4668.411744,4627.761448,4430.969583,5641.503472,11895.51405,10763.93145,7004.681959,1.001037368,0.203984832,4.907410793,9.23e-07,8.85e-06
242285,"Sdr16c5","protein_coding","ENSMUSG00000028236","short chain dehydrogenase/reductase family 16C, member 5 [Source:MGI Symbol;Acc:MGI:2668443]",259.1069469,177.8108544,352.5645979,17.95152671,11.04425673,70.08841531,148.094433,-2.204671502,0.449297997,-4.906924837,9.25e-07,8.86e-06
230726,"Rhbdl2","protein_coding","ENSMUSG00000043333","rhomboid like 2 [Source:MGI Symbol;Acc:MGI:3608413]",570.9326232,666.790704,607.2563736,315.5689432,249.7701137,224.282929,439.1002811,-1.156911056,0.235789534,-4.906541173,9.27e-07,8.88e-06
226841,"Vash2","protein_coding","ENSMUSG00000037568","vasohibin 2 [Source:MGI Symbol;Acc:MGI:2444826]",338.7458786,184.8297039,204.6431735,672.7098429,797.7351591,545.0405002,457.284043,1.353480546,0.275916245,4.905403618,9.32e-07,8.92e-06
140559,"Igsf8","protein_coding","ENSMUSG00000038034","immunoglobulin superfamily, member 8 [Source:MGI Symbol;Acc:MGI:2154090]",1617.455486,1552.335551,2405.66948,4309.311227,3681.135723,2985.766492,2758.612327,0.941627795,0.192106951,4.901581064,9.51e-07,9.09e-06
20872,"Stk16","protein_coding","ENSMUSG00000026201","serine/threonine kinase 16 [Source:MGI Symbol;Acc:MGI:1313271]",2908.50352,3397.123166,3159.735087,2037.025873,1846.939548,2045.757157,2565.847392,-0.662794524,0.135300593,-4.898681579,9.65e-07,9.22e-06
12301,"Cacybp","protein_coding","ENSMUSG00000014226","calcyclin binding protein [Source:MGI Symbol;Acc:MGI:1270839]",2236.620139,2323.23919,1572.638301,3050.814723,4229.950327,4654.695346,3011.326338,0.927142819,0.18928253,4.898195402,9.67e-07,9.24e-06
56455,"Dynll1","protein_coding","ENSMUSG00000009013","dynein light chain LC8-type 1 [Source:MGI Symbol;Acc:MGI:1861457]",21328.65192,16821.84267,17350.1821,11686.44389,11712.85904,12702.49456,15267.07903,-0.611145357,0.124826288,-4.895966779,9.78e-07,9.34e-06
76895,"Bicd2","protein_coding","ENSMUSG00000037933","BICD cargo adaptor 2 [Source:MGI Symbol;Acc:MGI:1924145]",14278.92395,15323.3183,14348.37816,9017.33531,10797.03529,9832.167813,12266.19314,-0.560826319,0.114587658,-4.894299539,9.87e-07,9.41e-06
218397,"Rasa1","protein_coding","ENSMUSG00000021549","RAS p21 protein activator 1 [Source:MGI Symbol;Acc:MGI:97860]",1319.089911,1079.733017,978.7282212,1613.747769,2928.427149,2664.184351,1763.98507,1.044145643,0.213382066,4.893314891,9.92e-07,9.46e-06
54448,"Il1f6","protein_coding","ENSMUSG00000026984","interleukin 1 family, member 6 [Source:MGI Symbol;Acc:MGI:1859324]",0,0,0,83.14391317,101.9469852,16.49139184,33.59704837,2.513896937,0.513949366,4.891331918,1e-06,9.55e-06
66498,"Dda1","protein_coding","ENSMUSG00000074247","DET1 and DDB1 associated 1 [Source:MGI Symbol;Acc:MGI:1913748]",6652.654986,6703.001288,7076.872354,4978.241801,4160.286554,3931.547814,5583.767466,-0.634319624,0.129694531,-4.890874093,1e-06,9.56e-06
108912,"Cdca2","protein_coding","ENSMUSG00000048922","cell division cycle associated 2 [Source:MGI Symbol;Acc:MGI:1919787]",1077.929766,1220.110008,1243.429717,2278.899075,1734.797865,2509.165268,1677.388616,0.854910247,0.174814998,4.890371284,1.01e-06,9.58e-06
21844,"Tiam1","protein_coding","ENSMUSG00000002489","T cell lymphoma invasion and metastasis 1 [Source:MGI Symbol;Acc:MGI:103306]",15083.165,15820.48681,13355.19145,7576.489088,10073.21169,9871.747154,11963.38187,-0.672826952,0.137608649,-4.889423406,1.01e-06,9.62e-06
432999,NA,NA,NA,NA,305.0956257,266.7162816,268.0380697,81.25427878,60.3186329,101.4220598,180.4741581,-1.58731527,0.324660187,-4.889158986,1.01e-06,9.63e-06
24015,"Abce1","protein_coding","ENSMUSG00000058355","ATP-binding cassette, sub-family E (OABP), member 1 [Source:MGI Symbol;Acc:MGI:1195458]",8330.680928,6597.718545,5536.487597,9864.836334,12685.60319,14834.83153,9641.69302,0.844102654,0.172690218,4.887958705,1.02e-06,9.68e-06
20720,"Serpine2","protein_coding","ENSMUSG00000026249","serine (or cysteine) peptidase inhibitor, clade E, member 2 [Source:MGI Symbol;Acc:MGI:101780]",6667.236762,6765.001125,8557.198789,4196.877981,2828.179281,4715.713496,5621.701239,-0.876847615,0.179404768,-4.887537972,1.02e-06,9.7e-06
320454,"Tmprss11g","protein_coding","ENSMUSG00000079451","transmembrane protease, serine 11g [Source:MGI Symbol;Acc:MGI:2444058]",24.67685208,23.39616505,5.560955802,207.8597829,196.2479465,80.80782,89.75825373,2.254981152,0.461487936,4.886327417,1.03e-06,9.75e-06
57257,"Vav3","protein_coding","ENSMUSG00000033721","vav 3 oncogene [Source:MGI Symbol;Acc:MGI:1888518]",1211.409102,1262.223105,958.7087803,1858.455423,3321.772601,2111.722725,1787.381956,1.038633779,0.212568069,4.886123235,1.03e-06,9.76e-06
109254,"Adtrp","protein_coding","ENSMUSG00000058022","androgen dependent TFPI regulating protein [Source:MGI Symbol;Acc:MGI:1924596]",1224.869203,1237.657131,1244.541909,406.2713939,487.6464125,751.1828982,892.028158,-1.110934674,0.227469011,-4.883894602,1.04e-06,9.86e-06
66540,"Fam107b","protein_coding","ENSMUSG00000026655","family with sequence similarity 107, member B [Source:MGI Symbol;Acc:MGI:1913790]",5532.101567,4833.6477,4410.950142,8371.080349,8052.962271,6993.999278,6365.790218,0.652826536,0.133684812,4.883326119,1.04e-06,9.88e-06
66861,"Dnajc10","protein_coding","ENSMUSG00000027006","DnaJ heat shock protein family (Hsp40) member C10 [Source:MGI Symbol;Acc:MGI:1914111]",3305.576504,2990.029894,2794.936386,4639.997245,5429.526519,4468.342618,3938.068194,0.665283663,0.136236263,4.883308218,1.04e-06,9.88e-06
208285,"Cyp4f17","protein_coding","ENSMUSG00000091586","cytochrome P450, family 4, subfamily f, polypeptide 17 [Source:MGI Symbol;Acc:MGI:3646233]",628.138053,701.8849516,683.9975637,281.5555241,351.7170989,224.282929,478.5960201,-1.161868272,0.237998774,-4.881824618,1.05e-06,9.95e-06
21685,"Tef","protein_coding","ENSMUSG00000022389","thyrotroph embryonic factor [Source:MGI Symbol;Acc:MGI:98663]",1220.382503,1324.222942,1347.975686,761.5226593,686.4430336,507.110299,974.6095206,-0.956484796,0.195967564,-4.88083221,1.06e-06,9.99e-06
29808,"Mga","protein_coding","ENSMUSG00000033943","MAX gene associated [Source:MGI Symbol;Acc:MGI:1352483]",2688.655202,2515.087743,2146.52894,3257.729689,5458.411498,5781.881978,3641.382508,0.944097107,0.193468222,4.879856236,1.06e-06,1e-05
69875,"Ndufa11","protein_coding","ENSMUSG00000002379","NADH:ubiquinone oxidoreductase subunit A11 [Source:MGI Symbol;Acc:MGI:1917125]",5135.028583,5384.627387,5223.961881,3812.337382,3115.329956,3035.240668,4284.420976,-0.649033368,0.133132011,-4.875111292,1.09e-06,1.03e-05
268301,"Sowahc","protein_coding","ENSMUSG00000098188","sosondowah ankyrin repeat domain family member C [Source:MGI Symbol;Acc:MGI:3606051]",2319.624096,2289.31475,1816.208165,637.7516067,982.9388488,1285.503994,1555.223577,-1.087358543,0.223157762,-4.872600151,1.1e-06,1.04e-05
326618,"Tpm4","protein_coding","ENSMUSG00000031799","tropomyosin 4 [Source:MGI Symbol;Acc:MGI:2449202]",36936.76087,38259.74871,33009.83364,54339.27134,63405.07788,48812.8707,45793.92719,0.612785319,0.125748969,4.873084219,1.1e-06,1.04e-05
20463,"Cox7a2l","protein_coding","ENSMUSG00000024248","cytochrome c oxidase subunit 7A2 like [Source:MGI Symbol;Acc:MGI:106015]",4432.859974,5688.777533,5090.498941,3360.714763,3170.551239,2702.114553,4074.252834,-0.705761086,0.144939397,-4.869353005,1.12e-06,1.05e-05
57370,"B4galt3","protein_coding","ENSMUSG00000052423","UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3 [Source:MGI Symbol;Acc:MGI:1928767]",777.3208406,851.6204079,843.0408996,1502.25934,1761.134169,1298.697107,1172.345461,0.857313164,0.175993089,4.8712888,1.11e-06,1.05e-05
76787,"Ppfia3","protein_coding","ENSMUSG00000003863","protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3 [Source:MGI Symbol;Acc:MGI:1924037]",1851.885581,2447.238865,2103.153484,967.4928078,1135.009768,1341.574726,1641.059205,-0.866449824,0.177908545,-4.870197901,1.11e-06,1.05e-05
14148,"Fdx1","protein_coding","ENSMUSG00000032051","ferredoxin 1 [Source:MGI Symbol;Acc:MGI:103224]",1118.310069,1266.902338,1491.448346,732.2333262,625.2748425,684.3927612,986.4269472,-0.894552863,0.183785059,-4.86738623,1.13e-06,1.06e-05
19649,"Robo3","protein_coding","ENSMUSG00000032128","roundabout guidance receptor 3 [Source:MGI Symbol;Acc:MGI:1343102]",163.7645638,238.6408835,174.6140122,35.90305341,18.69028062,51.1233147,113.7893514,-1.971838286,0.404988483,-4.868874967,1.12e-06,1.06e-05
51810,"Hnrnpu","protein_coding","ENSMUSG00000111145","heterogeneous nuclear ribonucleoprotein U [Source:MGI Symbol;Acc:MGI:1858195]",24932.594,27327.89059,22685.3631,35357.89389,36375.53387,44674.35592,31892.2719,0.62521569,0.128432147,4.868062271,1.13e-06,1.06e-05
26893,"Cops6","protein_coding","ENSMUSG00000019494","COP9 signalosome subunit 6 [Source:MGI Symbol;Acc:MGI:1349439]",8506.783918,9999.520944,8205.746382,6058.167855,5575.650531,5911.339404,7376.201506,-0.597627344,0.122827233,-4.865593165,1.14e-06,1.07e-05
77490,NA,NA,NA,NA,1228.234229,1626.033471,1333.517201,822.935777,694.0890575,697.5858747,1067.065935,-0.88928401,0.182794619,-4.864935382,1.14e-06,1.08e-05
100526546,NA,NA,NA,NA,1088.024842,907.7712041,663.9781228,398.7128563,350.0179825,424.6533398,638.8597245,-1.118191697,0.229978796,-4.862151276,1.16e-06,1.09e-05
22330,"Vcl","protein_coding","ENSMUSG00000021823","vinculin [Source:MGI Symbol;Acc:MGI:98927]",20267.54728,22858.05326,18814.93786,32761.53624,41240.10418,28290.9827,27372.19359,0.708882455,0.14586356,4.859900951,1.17e-06,1.1e-05
67469,"Abhd5","protein_coding","ENSMUSG00000032540","abhydrolase domain containing 5 [Source:MGI Symbol;Acc:MGI:1914719]",4484.457028,4478.025991,4096.200044,2761.700661,2901.241287,2971.748809,3615.562303,-0.588312111,0.121055691,-4.859846776,1.17e-06,1.1e-05
70178,"Abhd17c","protein_coding","ENSMUSG00000038459","abhydrolase domain containing 17C [Source:MGI Symbol;Acc:MGI:1917428]",3813.695322,4789.194986,4425.408628,2785.321091,2797.595185,2650.991238,3543.701075,-0.650575073,0.133840607,-4.860819807,1.17e-06,1.1e-05
56460,"Pkp3","protein_coding","ENSMUSG00000054065","plakophilin 3 [Source:MGI Symbol;Acc:MGI:1891830]",13248.10454,15546.75168,15108.00472,9386.758834,10506.48638,9689.517274,12247.60391,-0.562212353,0.115785799,-4.855624406,1.2e-06,1.12e-05
77519,"Zfp266","protein_coding","ENSMUSG00000060510","zinc finger protein 266 [Source:MGI Symbol;Acc:MGI:1924769]",2122.209279,1720.78794,2062.002412,2861.851284,4629.242686,3554.719511,2825.135518,0.874876296,0.180183487,4.855474323,1.2e-06,1.12e-05
226090,"Ermp1","protein_coding","ENSMUSG00000046324","endoplasmic reticulum metallopeptidase 1 [Source:MGI Symbol;Acc:MGI:106250]",2124.452629,1842.447998,1813.983783,3322.922075,3389.737257,2803.536612,2549.513392,0.704387691,0.145066511,4.855618874,1.2e-06,1.12e-05
621699,NA,NA,NA,NA,1737.474722,1279.770228,1285.692982,808.763519,735.7174098,708.3052794,1092.62069,-0.902280111,0.185872227,-4.854303005,1.21e-06,1.13e-05
75007,"Mindy1","protein_coding","ENSMUSG00000038712","MINDY lysine 48 deubiquitinase 1 [Source:MGI Symbol;Acc:MGI:1922257]",3296.603103,3631.084816,3821.488827,2252.444193,2433.134713,2154.600344,2931.559333,-0.641142386,0.13229354,-4.846362003,1.26e-06,1.17e-05
100861897,NA,NA,NA,NA,25380.14237,26531.25117,24791.85316,18532.58928,14975.16257,17908.0024,21353.16682,-0.569455099,0.117488409,-4.846904527,1.25e-06,1.17e-05
50887,"Hmgn5","protein_coding","ENSMUSG00000031245","high-mobility group nucleosome binding domain 5 [Source:MGI Symbol;Acc:MGI:1355295]",158.1561883,118.1506335,129.0141746,324.0722979,431.5755706,387.5477082,258.0860955,1.372020946,0.283142087,4.845697647,1.26e-06,1.18e-05
67887,"Saraf","protein_coding","ENSMUSG00000031532","store-operated calcium entry-associated regulatory factor [Source:MGI Symbol;Acc:MGI:1915137]",4284.798861,4830.138275,4749.056255,2835.396403,3244.462804,2908.25695,3808.684925,-0.615481011,0.127050485,-4.844381427,1.27e-06,1.19e-05
223433,"Otulinl","protein_coding","ENSMUSG00000056069","OTU deubiquitinase with linear linkage specificity like [Source:MGI Symbol;Acc:MGI:2687281]",256.8635967,273.7351311,300.2916133,40.62713939,14.44248957,83.28152878,161.5402498,-2.032129471,0.419559173,-4.843487173,1.28e-06,1.19e-05
20462,"Tra2b","protein_coding","ENSMUSG00000022858","transformer 2 beta [Source:MGI Symbol;Acc:MGI:106016]",3164.245442,3532.820923,2659.249065,4725.97561,5144.924519,5268.175122,4082.565114,0.681140183,0.140669535,4.842130044,1.28e-06,1.2e-05
100503934,NA,NA,NA,NA,13122.47693,15682.44944,14657.5673,9775.078701,9600.85733,10171.89049,12168.3867,-0.549815447,0.113610881,-4.839461151,1.3e-06,1.21e-05
19654,"Rbm6","protein_coding","ENSMUSG00000032582","RNA binding motif protein 6 [Source:MGI Symbol;Acc:MGI:1338037]",2644.909873,3243.878285,2912.828649,4220.498411,5581.597439,4782.503633,3897.702715,0.713417753,0.14746654,4.837827969,1.31e-06,1.22e-05
140488,"Igf2bp3","protein_coding","ENSMUSG00000029814","insulin-like growth factor 2 mRNA binding protein 3 [Source:MGI Symbol;Acc:MGI:1890359]",4294.893937,4118.894858,3843.732651,5655.67573,6326.659989,6958.542786,5199.733325,0.618073341,0.127764621,4.837593811,1.31e-06,1.22e-05
22418,"Wnt5a","protein_coding","ENSMUSG00000021994","wingless-type MMTV integration site family, member 5A [Source:MGI Symbol;Acc:MGI:98958]",1036.427787,809.5073109,785.2069593,1780.980413,2552.922421,1381.978636,1391.170588,1.065276523,0.220233615,4.837029639,1.32e-06,1.23e-05
14282,"Fosb","protein_coding","ENSMUSG00000003545","FBJ osteosarcoma oncogene B [Source:MGI Symbol;Acc:MGI:95575]",194.0497914,226.942801,299.1794222,66.13720366,47.57525975,72.56212408,151.0744337,-1.689780833,0.349462075,-4.835376861,1.33e-06,1.24e-05
236930,"Ercc6l","protein_coding","ENSMUSG00000051220","excision repair cross-complementing rodent repair deficiency complementation group 6 like [Source:MGI Symbol;Acc:MGI:2654144]",685.3434828,602.4512501,397.0522443,1343.530051,979.540616,1706.034486,952.325355,1.182230151,0.244553572,4.834237927,1.34e-06,1.24e-05
399603,"Fam84b","protein_coding","ENSMUSG00000072568","family with sequence similarity 84, member B [Source:MGI Symbol;Acc:MGI:3026924]",1773.368325,1936.032658,1330.180628,3122.62083,3113.630839,2714.483096,2331.719396,0.806355721,0.166793845,4.834445307,1.34e-06,1.24e-05
224105,"Pak2","protein_coding","ENSMUSG00000022781","p21 (RAC1) activated kinase 2 [Source:MGI Symbol;Acc:MGI:1339984]",7173.11223,7478.584159,6758.785682,9812.871389,10670.45112,10599.8421,8748.941113,0.5316373,0.110006137,4.832796756,1.35e-06,1.25e-05
100039239,NA,NA,NA,NA,454.2784133,376.6782574,552.7590068,186.1289874,82.40714636,154.1945137,301.0743875,-1.529762906,0.316689757,-4.830477999,1.36e-06,1.26e-05
